latitude,longitude
49.92562385,14.5566322
50.07234535,14.73416763
49.99403459,14.85921747
49.99403459,14.85921747
49.95192346,14.74443413
50.1649974,14.68004966
50.15519989,14.57539869
50.1649974,14.68004966
50.10104226,14.72765282
50.20022232,14.67858431
50.18709071,14.66325633
49.99403459,14.85921747
49.89766291,14.84616204
49.97151681,14.69379036
50.00173818,14.69392723
50.00798595,14.71580027
49.97151681,14.69379036
49.99394858,14.60222941
49.89540055,14.71809238
50.14182283,14.79495905
50.14882867,14.40329052
49.88265772,14.77450696
49.90151357,14.5824209
50.15322291,14.61177777
49.92562385,14.5566322
49.89347336,14.61586218
49.89734354,14.57375013
50.17321469,14.55420658
49.99161564,14.83882731
49.9022084,14.56921072
49.93654954,14.67150071
50.00739641,14.71459615
50.23619878,14.70258217
50.01278476,14.67158365
50.10630557,14.70472937
50.15547813,14.59920402
49.90701987,14.55722708
50.14219312,14.69302275
49.91432669,14.68275071
49.94811389,14.67744653
49.94764918,14.67710378
50.20379429,14.67687572
50.20022232,14.67858431
50.11238102,14.69241399
50.18592627,14.49505897
49.93601464,14.70906864
50.14182283,14.79495905
49.9090766,14.59631068
49.99544518,14.66553405
49.99167539,14.65426901
50.23619878,14.70258217
50.10845291,14.68013153
50.10845291,14.68013153
50.03903813,14.6853999
50.222582,14.64741294
49.89535312,14.5597169
50.11024866,14.67549607
50.20513916,14.47729728
49.92562385,14.5566322
50.20514201,14.47730513
50.04022796,14.71004096
50.20022232,14.67858431
50.03100189,14.6685103
49.94835636,14.65072563
50.2265882,14.46941961
50.03100189,14.6685103
49.97142298,14.73849352
50.17598731,14.4114812
49.89766517,14.84616769
50.19197574,14.4935741
49.94811389,14.67744653
49.98226317,14.76174194
50.03903813,14.6853999
50.20861834,14.37892202
50.05664384,14.66940586
50.05664384,14.66940586
49.95174866,14.75248206
49.92251834,14.63934345
50.20379429,14.67687572
50.01466316,14.6992821
49.90878899,14.70808519
50.25742642,14.69897798
49.93601576,14.70906863
49.92619059,14.72312738
49.93601576,14.70906863
49.91564401,14.60198246
49.95841007,14.71851669
49.95860596,14.68526296
49.98082794,14.63526732
50.16799331,14.4511755
49.95860596,14.68526296
49.93601464,14.70906864
50.22953982,14.6294498
50.19799427,14.51991528
50.19079987,14.38340755
50.17831697,14.41844828
-1150964519,4860714416
50.1794054,14.48101609
49.88770391,14.86403913
49.89122586,14.56544815
49.98226543,14.76174846
50.13779223,14.6167654
50.00990458,14.72046606
50.20022232,14.67858431
49.90151669,14.5824274
50.19079987,14.38340755
49.92619059,14.72312738
49.95860596,14.68526296
49.93601464,14.70906864
49.95841007,14.71851669
49.93601464,14.70906864
49.94198829,14.73503806
50.05664384,14.66940586
50.22953982,14.6294498
50.17990105,14.73660611
50.15508153,14.58018243
50.17751231,14.52238196
50.11577664,14.69922972
50.11577664,14.69922972
50.11577664,14.69922972
50.24361475,14.45507768
49.92562385,14.5566322
50.11577664,14.69922972
50.18673309,14.45787058
49.99167539,14.65426901
50.04022796,14.71004096
49.95427537,14.7471043
49.98226317,14.76174194
49.90167305,14.80561915
50.15527567,14.58312831
49.97142298,14.73849352
50.11577664,14.69922972
49.91432669,14.68275071
50.04022796,14.71004096
50.01837663,14.73889656
49.97151681,14.69379036
50.15875429,14.43101193
49.99394858,14.60222941
49.90433835,14.78885874
50.17096024,14.76846735
50.11577664,14.69922972
50.11577664,14.69922972
50.20379429,14.67687572
50.13779223,14.6167654
49.95556199,14.68412094
50.05655999,14.6728417
50.20304792,14.5509765
50.11249271,14.68761341
50.04961482,14.73175281
49.936315,14.69577237
49.89147578,14.74355878
50.20304792,14.5509765
49.93654954,14.67150071
49.91432669,14.68275071
50.20738106,14.47721586
49.89122586,14.56544815
49.9291017,14.72058535
49.97291076,14.74167464
50.21895266,14.52892351
49.93601464,14.70906864
49.97142298,14.73849352
49.93654954,14.67150071
50.10845291,14.68013153
49.97040972,14.68831269
49.97142298,14.73849352
50.13056048,14.72993425
49.93654954,14.67150071
49.93654954,14.67150071
49.93654954,14.67150071
49.95556199,14.68412094
49.93654954,14.67150071
50.15250712,14.57757032
49.97969041,14.63587523
50.1064013,14.74057279
50.23341155,14.41078077
49.98226317,14.76174194
50.22538891,14.47672639
50.20379429,14.67687572
49.99167539,14.65426901
50.18709071,14.66325633
50.15519989,14.57539869
50.03100189,14.6685103
49.90984824,14.73805624
50.06223138,14.68024907
50.11739992,14.69369972
50.01774991,14.73680792
49.89540055,14.71809238
49.9671358,14.73585346
49.99115135,14.74154774
49.89766291,14.84616204
50.18298864,14.58726732
50.23640508,14.41250194
49.94026316,14.80968833
50.20022232,14.67858431
49.93601464,14.70906864
49.90984824,14.73805624
49.9814939,14.73029238
50.03100189,14.6685103
49.9823791,14.57936928
50.13056048,14.72993425
49.97090811,14.91589467
49.93601464,14.70906864
49.93654954,14.67150071
50.01708359,14.73696771
50.19281333,14.65352147
49.97151681,14.69379036
49.9539336,14.70058922
50.01837663,14.73889656
49.9372343,14.55547268
49.90461423,14.78420411
49.97142298,14.73849352
49.93067104,14.75965948
49.93514349,14.55285564
50.21376404,14.44010201
49.92562385,14.5566322
49.89766517,14.84616769
49.98029177,14.67361461
50.14214697,14.60428357
50.09991548,14.7250257
50.05119343,14.66879683
49.92562385,14.5566322
49.90984824,14.73805624
50.07299485,14.72665182
50.20022232,14.67858431
50.19087078,14.55533368
49.92413041,14.692364
50.16794551,14.40604028
49.98130181,14.67527762
50.20709276,14.39993849
50.21376404,14.44010201
50.19799427,14.51991528
49.93637638,14.55515441
49.89766517,14.84616769
49.93654954,14.67150071
49.90151357,14.5824209
49.97151681,14.69379036
49.93654954,14.67150071
49.91432669,14.68275071
49.91432669,14.68275071
49.9455333,14.88409999
50.17873741,14.51897035
49.91432669,14.68275071
49.93637638,14.55515441
49.90984824,14.73805624
50.19079987,14.38340755
50.17887666,14.52083563
49.91432669,14.68275071
50.00172884,14.70277017
49.93654954,14.67150071
49.89766517,14.84616769
49.90198737,14.75176329
49.9913874,14.59488703
49.93928994,14.78665441
49.93654954,14.67150071
50.0674974,14.73592752
49.90151357,14.5824209
50.23828939,14.70175496
50.09841029,14.724503
49.90198737,14.75176329
50.00769294,14.71130435
50.20022232,14.67858431
50.00398151,14.69601839
49.95192346,14.74443413
49.93654954,14.67150071
49.93601464,14.70906864
49.93601464,14.70906864
50.03100189,14.6685103
50.0709267,14.7166477
49.94155661,14.80678357
50.05775196,14.67776115
50.10845291,14.68013153
49.95556199,14.68412094
50.10845291,14.68013153
50.16545511,14.68215427
49.89540055,14.71809238
50.09651903,14.72213875
49.91409813,14.5403447
49.94155661,14.80678357
50.15075695,14.61772165
49.9668575,14.57490569
49.91610187,14.58208773
49.98628863,14.67663813
49.91409813,14.5403447
50.18298864,14.58726732
49.97142298,14.73849352
50.10433037,14.69221078
49.95632095,14.74981553
49.91380873,14.53480082
50.05664384,14.66940586
50.20379429,14.67687572
49.94811389,14.67744653
50.21292319,14.63473531
49.92864629,14.70588711
50.0709267,14.7166477
49.89122586,14.56544815
50.10845291,14.68013153
49.97015719,14.59107966
49.95192346,14.74443413
49.93601464,14.70906864
49.89766291,14.84616204
49.97985552,14.72726619
50.21292319,14.63473531
50.24320711,14.65641168
49.95362996,14.68361257
50.13056132,14.72993425
49.96407634,14.57268709
50.17666016,14.40932099
49.97397398,14.60065171
49.99167539,14.65426901
50.16799331,14.4511755
49.99803593,14.65616983
49.89347336,14.61586218
49.93601718,14.70907472
50.23341155,14.41078077
49.92519739,14.61695979
50.15519989,14.57539869
49.8941519,14.75330063
50.20022232,14.67858431
49.92519739,14.61695979
50.04022796,14.71004096
49.93654954,14.67150071
50.20057035,14.59339218
49.98161396,14.57826315
50.14443756,14.61118104
49.91432669,14.68275071
50.14590271,14.64810643
49.99403656,14.85922357
50.15528945,14.58305339
50.18709071,14.66325633
50.22545707,14.42049552
50.16896382,14.42753926
49.97007611,14.66580403
50.23598354,14.41390278
50.23598354,14.41390278
50.17586378,14.73516307
50.22524047,14.48255252
49.97842182,14.63943263
50.22545707,14.42049552
49.93427109,14.67747144
50.10324041,14.74369505
50.07394302,14.73080395
50.097063,14.72254369
50.10717591,14.74171184
50.11577664,14.69922972
49.97416642,14.52383508
50.097063,14.72254369
50.07394302,14.73080395
50.05664384,14.66940586
49.97999139,14.79140932
50.00620814,14.66180179
50.20022232,14.67858431
50.09651903,14.72213875
50.00798595,14.71580027
50.20513916,14.47729728
49.97142298,14.73849352
49.94811389,14.67744653
50.20556484,14.52429777
50.03100189,14.6685103
49.90701987,14.55722708
50.00069001,14.6709954
50.17479712,14.51092459
49.89766291,14.84616204
49.90189179,14.89712315
49.87888099,14.75954695
49.97056849,14.81047571
49.91440764,14.6326633
49.90189179,14.89712315
49.96700397,14.64772872
49.93103649,14.70755329
49.90461423,14.78420411
50.04686911,14.73041201
50.05708854,14.70103785
49.93601718,14.70907472
50.11577664,14.69922972
50.17499966,14.36829967
49.99403459,14.85921747
50.18673309,14.45787058
50.16503021,14.68002581
50.20379429,14.67687572
50.13056048,14.72993425
50.20022232,14.67858431
49.90189179,14.89712315
49.99403459,14.85921747
50.20513916,14.47729728
50.17866153,14.51788525
49.89766517,14.84616769
49.92562385,14.5566322
49.97842182,14.63943263
50.05046541,14.7293687
50.18709071,14.66325633
50.21922109,14.53563079
49.90984602,14.71119942
50.03903813,14.6853999
49.89546968,14.61093533
50.19948415,14.40226041
50.01761239,14.73776483
49.89540055,14.71809238
49.89766291,14.84616204
49.91695323,14.62893959
49.91753062,14.58179809
49.98656483,14.71751283
49.90189179,14.89712315
50.00751646,14.67708012
50.01263936,14.67374363
49.90189179,14.89712315
50.03100189,14.6685103
50.18133547,14.65273743
50.06223138,14.68024907
49.97142298,14.73849352
49.90984824,14.73805624
50.10779171,14.74234309
49.89540055,14.71809238
49.92251834,14.63934345
49.91031186,14.58830333
49.97996923,14.67018001
49.92196819,14.56023205
50.12032631,14.69605208
49.99423761,14.85540325
49.89546968,14.61093533
49.94148466,14.71433332
49.93601464,14.70906864
50.17781529,14.52204019
49.89540055,14.71809238
49.92562385,14.5566322
49.91280825,14.72332326
50.19533284,14.51340439
50.11577664,14.69922972
49.97292139,14.81053227
50.17130645,14.35594968
50.14182283,14.79495905
50.14182283,14.79495905
49.97151793,14.69379079
50.00798595,14.71580027
49.90984715,14.71119985
50.17028893,14.54001987
50.10845291,14.68013153
49.99167539,14.65426901
49.99167539,14.65426901
49.93194714,14.78023027
49.96812078,14.81559021
49.90461423,14.78420411
50.03100189,14.6685103
50.10845291,14.68013153
50.20058704,14.41195559
49.90984715,14.71119985
48.9999978,13.99999806
50.20022232,14.67858431
49.99115135,14.74154774
49.92562385,14.5566322
49.89766517,14.84616769
49.98486737,14.64687903
50.14182283,14.79495905
49.99403571,14.8592179
50.08468137,14.72121824
49.89097354,14.56757526
50.05726098,14.68411469
49.97142298,14.73849352
50.1831468,14.44631223
50.1649974,14.68004966
50.16553505,14.41947194
50.18673309,14.45787058
50.22953982,14.6294498
49.94811389,14.67744653
50.01466316,14.6992821
49.93654954,14.67150071
49.96795045,14.81330314
50.00751646,14.67708012
50.18709071,14.66325633
49.93578557,14.72131661
50.00521199,14.68226762
49.9090766,14.59631068
49.89182487,14.56741451
49.93292358,14.78337449
49.97142298,14.73849352
49.97292139,14.81053227
50.20115999,14.4748733
50.22953982,14.6294498
49.8936799,14.63427342
49.92562385,14.5566322
49.91012967,14.58466065
50.00751646,14.67708012
49.97007611,14.66580403
50.1649974,14.68004966
50.20304792,14.5509765
49.93645189,14.77967763
50.04022796,14.71004096
49.9396208,14.73159275
50.16926765,14.71600494
50.16879185,14.70518337
50.20648475,14.39709828
49.89347336,14.61586218
50.14607149,14.61105364
50.19799427,14.51991528
50.09918421,14.72563943
50.18433437,14.49087536
50.05726098,14.68411469
50.16577862,14.7125799
49.88890203,14.5618799
49.9802148,14.58582808
50.13361887,14.66069775
49.94818643,14.56978953
49.99115135,14.74154774
49.97142298,14.73849352
49.9603732,14.59709007
49.99654926,14.81425979
50.16577862,14.7125799
50.20508803,14.43491922
49.99654926,14.81425979
50.00172884,14.70277017
50.16577862,14.7125799
49.99265987,14.81548243
50.01263936,14.67374363
50.11777899,14.77369216
49.92519739,14.61695979
49.90984602,14.71119942
49.89701176,14.72743015
49.93297147,14.71254305
49.97159335,14.91668008
49.96785761,14.81203154
50.19197574,14.4935741
49.99577952,14.60282558
49.97159335,14.91668008
49.99167539,14.65426901
49.94811389,14.67744653
49.90984824,14.73805624
50.27640381,14.65382386
50.07394302,14.73080395
50.16834608,14.54260665
49.97130346,14.81219417
49.89040364,14.61378566
50.11546594,14.69167914
49.97142298,14.73849352
50.20680779,14.3978238
50.11546594,14.69167914
50.20870477,14.39584449
49.90984602,14.71119942
50.25057706,14.6462583
50.11546594,14.69167914
49.89288539,14.71780073
49.89122586,14.56544815
50.10845291,14.68013153
50.2020205,14.43444267
50.27640381,14.65382386
50.11546594,14.69167914
50.118521,14.77558489
50.10475364,14.71215209
50.07684922,14.72129117
49.8936799,14.63427342
50.23543778,14.41474904
50.11275009,14.67700715
50.03100189,14.6685103
49.98161396,14.57826315
50.18709071,14.66325633
50.20513916,14.47729728
50.07394302,14.73080395
50.20680779,14.3978238
50.118521,14.77558489
50.07473011,14.71200171
50.22538891,14.47672639
49.90461423,14.78420411
49.9090766,14.59631068
50.11546594,14.69167914
50.03903813,14.6853999
49.97142298,14.73849352
49.95192346,14.74443413
50.1649974,14.68004966
50.22538891,14.47672639
50.05726325,14.68412123
49.90461423,14.78420411
49.94811389,14.67744653
49.98226317,14.76174194
49.99167539,14.65426901
49.979545,14.73150582
50.23341155,14.41078077
50.04022796,14.71004096
50.0464998,14.74279967
49.94811389,14.67744653
49.92562385,14.5566322
50.11177203,14.68593105
50.20379429,14.67687572
49.92495691,14.5617452
50.11577664,14.69922972
50.14182283,14.79495905
50.18891461,14.65214052
50.19294577,14.5013948
49.96310341,14.63218004
50.19197574,14.4935741
49.92485332,14.5617026
50.05344774,14.647669
50.20513916,14.47729728
50.21376404,14.44010201
50.22538891,14.47672639
49.93308366,14.56016574
49.95192346,14.74443413
49.93654954,14.67150071
50.10845291,14.68013153
49.95427537,14.7471043
49.97142298,14.73849352
50.06304651,14.71535502
49.96310341,14.63218004
49.89766291,14.84616204
50.15519989,14.57539869
49.93601464,14.70906864
49.97159335,14.91668008
49.93601464,14.70906864
50.00798595,14.71580027
49.89595656,14.72301193
49.94857491,14.85124824
50.14306039,14.61026066
49.91432669,14.68275071
50.14306039,14.61026066
50.14306039,14.61026066
49.91432669,14.68275071
49.89347336,14.61586218
50.20379429,14.67687572
50.14306039,14.61026066
50.14306039,14.61026066
50.14306039,14.61026066
50.16963165,14.71601635
50.14182283,14.79495905
50.14306039,14.61026066
50.14306039,14.61026066
49.97142298,14.73849352
49.96710884,14.66598231
49.90151357,14.5824209
50.14306039,14.61026066
49.91432669,14.68275071
50.14306039,14.61026066
49.91432669,14.68275071
49.91432669,14.68275071
50.20513916,14.47729728
49.91432669,14.68275071
49.91432669,14.68275071
50.00798595,14.71580027
50.24361475,14.45507768
50.14306039,14.61026066
50.17374149,14.37507761
49.92939371,14.69998671
49.96735772,14.82026828
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
50.17876664,14.42176564
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
50.23341155,14.41078077
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
50.20022232,14.67858431
50.2234173,14.42052243
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
49.91432669,14.68275071
